"shopname","num_comments","point_comments","phone_num","cost","food_type","district_name","location","area","time","service","delivery","takeout","image"
"Forno Rosso","695","4 star rating","(718) 451-3800","Medium","Italian、 Pizza、 Cocktail Bars","Downtown Brooklyn","327 Gold St","Brooklyn","12:00 PM - 10:00 PM","Delivery、Takeout、Curbside pickup、Sit-down dining、Outdoor seating、Indoor dining、Heated outdoor seating、Covered outdoor seating、Private dining、DIY meal kits","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/9aKNymymd9out1HSpkLuiA/ls.jpg"
"The Cheesecake Factory","694","2.5 star rating","(718) 699-1212","Medium","Desserts、 American (Traditional)","Elmhurst","90-15 Queens Blvd","Queen","10:00 AM - 11:30 AM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/f6D9ltOLMnewvgrXCBiEIQ/ls.jpg"
"VSPOT","693","3.5 star rating","(718) 928-8778","Medium","Vegan、 Latin American","Park Slope","156 5th Ave","Brooklyn","11:00 AM - 9:00 PM","Delivery、Takeout、Curbside pickup、Sit-down dining、Outdoor seating","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/t_-iTOOt7eNZMsaDLiXlAg/ls.jpg"
"Gino’s Restaurant","691","4 star rating","(718) 748-1698","Medium","Pizza、 Italian、 Wine Bars","Bay Ridge","7414 5th Ave","Brooklyn","11:00 AM - 9:00 PM","Delivery、Takeout、Sit-down dining、Outdoor seating、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/U6BkrAVaMq0YXnqWXxN_3w/ls.jpg"
"Jora Restaurant & Bar","690","4.5 star rating","(718) 392-2033","Medium","Peruvian、 Cocktail Bars、 Chicken Wings","Hunters Point","47-46 11th St","Queen","12:30 PM - 10:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/CwblGUtXfY8noC1JrQUZ2Q/ls.jpg"
"East Harbor Seafood Palace","689","4 star rating","(718) 765-0098","Medium","Dim Sum、 Cantonese、 Seafood","Dyker Heights","714 65th St","Brooklyn","9:00 AM - 10:30 PM","Delivery","true","false","https://s3-media0.fl.yelpcdn.com/bphoto/pIgDn6kIoWhJvvM6iN3T_w/ls.jpg"
"Vinnie’s Pizzeria","689","4 star rating","(718) 782-7078","Low","Pizza、 Vegan、 Italian","Williamsburg - North Side","148 Bedford Ave","Brooklyn","11:00 AM - 12:00 AM (Next day), 11:30 AM - 11:00 PM","Delivery、Takeout","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/T35Yd0xRbxwjaFJJ-CjiBQ/ls.jpg"
"Brennan & Carr","689","4 star rating","(718) 769-1254","Medium","American (Traditional)","Sheepshead Bay","3432 Nostrand Ave","Brooklyn","11:00 AM - 9:00 PM","Delivery、Takeout、Curbside pickup","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/0T6LNVkajQGhk36Gc95zsg/ls.jpg"
"Georgia Diner","683","3 star rating","(718) 651-9000","Medium","Diners、 Breakfast & Brunch","Elmhurst","80-26 Queens Blvd","Queen","8:00 AM - 10:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/Z1VAmr3X7hCEONWTsSM3pQ/ls.jpg"
"Unidentified Flying Chickens","682","3.5 star rating","(718) 205-6662","Medium","Korean、 Chicken Wings、 Beer Bar","Elmhurst","71-22 Roosevelt Ave","Queen","12:00 PM - 9:00 PM","Delivery、Takeout、Sit-down dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/EVAvIit2PreeQ9f9QIyoAA/ls.jpg"
"Luigi’s Restaurant & Bar","681","4 star rating","(718) 347-7136","Medium","Italian","Floral Park","265-21 Union Tpke","Queen","12:00 PM - 10:00 PM","Delivery、Takeout、Curbside pickup、Sit-down dining、Outdoor seating、Indoor dining、Heated outdoor seating、Covered outdoor seating、Private dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/KWjZppP-rOeL0i6IG3A86A/ls.jpg"
"Krave It Pizza & Sandwich Joint","681","4 star rating","(347) 836-8713","Medium","Sandwiches、 Pizza、 Chicken Wings","Bayside","40-15 Bell Blvd","Queen","11:00 AM - 12:00 AM (Next day)","Delivery、Takeout、Curbside pickup","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/lOQlkbiXfEzLWancojMOwg/ls.jpg"
"Tang Restaurant","681","4 star rating","(718) 279-7080","Medium","Sushi Bars、 Korean、 Chinese","Auburndale","196-50 Northern Blvd","Queen","11:00 AM - 11:30 PM","Takeout、Curbside pickup、Sit-down dining、Outdoor seating、Indoor dining、Heated outdoor seating","false","true","https://s3-media0.fl.yelpcdn.com/bphoto/S7NBYjFHm2QjDw6Rpy5XQQ/ls.jpg"
"Patrizia’s - Williamsburg","680","4 star rating","(718) 218-9272","Medium","Pizza、 Italian","South Williamsburg","35 Broadway","Brooklyn","12:00 PM - 9:00 PM","Delivery、Takeout、Curbside pickup、Outdoor seating","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/FeqJGZwDuZFymjWDtng60w/ls.jpg"
"Tacuba","680","4 star rating","(718) 786-2727","Medium","Mexican、 Latin American、 Cocktail Bars","Astoria","35-01 36th St","Queen","12:00 PM - 10:00 PM","Delivery、Takeout","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/xrzWf3mh0RFiWPis5jIxWQ/ls.jpg"
"Utopia Bagels","679","4.5 star rating","(718) 352-2586","Low","Bakeries、 Bagels、 Sandwiches","Bay Terrace","1909 Utopia Pkwy","Queen","4:00 AM - 6:00 PM","Delivery、Takeout、Outdoor seating","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/HdLKN-UjDNmBnE1GmscKAw/ls.jpg"
"Spot Dessert Bar","679","4 star rating","(917) 285-2278","Medium","Desserts、 Coffee & Tea、 Ice Cream & Frozen Yogurt","Downtown Flushing","39-16 Prince St","Queen","1:00 PM - 10:30 PM","Delivery、Takeout、Outdoor seating、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/dchL1SSKE6kGubvaVtu-Dg/ls.jpg"
"Berry Park","674","3.5 star rating","(718) 782-2829","Medium","American (New)、 Cocktail Bars、 Beer Gardens","Williamsburg - North Side","4 Berry St","Brooklyn","12:00 PM - 11:00 PM","Sit-down dining、Outdoor seating","false","false","https://s3-media0.fl.yelpcdn.com/bphoto/CEhXowjQG9_3KYpx7P1pWg/ls.jpg"
"Dekalb Market Hall","673","4 star rating","(929) 359-6555","Medium","Food Court","Downtown Brooklyn","445 Albee Square W","Brooklyn","7:00 AM - 10:00 PM","Delivery、Takeout、Curbside pickup","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/p3HJcEcHV7KuX0XVh30KUA/ls.jpg"
"Two 8 Two Bar & Burger","672","4 star rating","(718) 596-2282","Medium","Burgers、 Bars","Cobble Hill","282 Atlantic Ave","Brooklyn","12:00 PM - 11:00 PM","Delivery、Takeout、Outdoor seating、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/Bk_qD2OE7vVfDvsN4jZExQ/ls.jpg"
"Milkflower","671","4 star rating","(718) 204-1300","Medium","Pizza","Astoria","3412 31st Ave","Queen","12:00 PM - 9:00 PM","Delivery、Takeout","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/SQG1kIYmNDRRoP35Xo6jPw/ls.jpg"
"Verde on Smith","670","4 star rating","(718) 222-1525","Medium","Italian、 Seafood、 Breakfast & Brunch","Cobble Hill","216 Smith St","Brooklyn","8:00 AM - 10:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/Mt-d3UCL3YrVq9i_xktWwg/ls.jpg"
"Aurora","669","4 star rating","(718) 388-5100","Medium","Italian、 Comfort Food","Williamsburg - South Side","70 Grand St","Brooklyn","11:00 AM - 3:30 PM, 5:00 PM - 10:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/PpcDwORZegsmYFuNh9xkAw/ls.jpg"
"Nargis Cafe","668","4 star rating","(718) 872-7888","Medium","Middle Eastern、 Uzbek、 Halal","Brighton Beach","2818 Coney Island Ave","Brooklyn","11:00 AM - 10:00 PM","Delivery、Takeout","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/7lhUikk4B8APQnq-60qNCQ/ls.jpg"
"Umi Sushi","668","4.5 star rating","(718) 969-5668","Medium","Japanese、 Sushi Bars","Hillcrest","177-13 Union Tpke","Queen","1:45 PM - 8:00 PM","Delivery、Takeout、Curbside pickup、Sit-down dining、Outdoor seating、Indoor dining、Heated outdoor seating、Covered outdoor seating、Private dining、DIY meal kits","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/PKvfefFolEx1KSsnnUdCAQ/ls.jpg"
"Fushimi Williamsburg","667","4 star rating","(718) 963-2555","Medium","Japanese、 Lounges","Williamsburg - North Side","475 Driggs Ave","Brooklyn","12:00 PM - 10:00 PM","Delivery、Takeout、Sit-down dining、Outdoor seating、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/HNs4pxcWYswvhKrKVhdhcA/ls.jpg"
"Chip City - Astoria","667","4.5 star rating","(917) 745-0101","Medium","Coffee & Tea、 Desserts","Astoria","30-06 34th St","Queen","9:00 AM - 10:00 PM","Delivery、Takeout、Curbside pickup、Sit-down dining、Outdoor seating、Indoor dining、Heated outdoor seating、Covered outdoor seating","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/94JeHxVD-o-_ZJLeqnQ_4Q/ls.jpg"
"Lobster Joint","664","4 star rating","(718) 389-8990","Medium","Seafood","Greenpoint","1073 Manhattan Ave","Brooklyn","12:00 PM - 10:00 PM","Delivery、Takeout、Sit-down dining、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/mqStg2ixrTyqOPTQWnqaFA/ls.jpg"
"Little Dumpling","664","4 star rating","(718) 225-1178","Medium","Taiwanese、 Shanghainese","Douglaston","252-20 Northern Blvd","Queen","10:30 AM - 10:00 PM","Delivery、Takeout、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/LT_0NKodmpQqdeOItcnSIg/ls.jpg"
"Joy Indian Restaurant","663","4 star rating","(718) 230-1165","Medium","Indian","Prospect Heights","301 Flatbush Ave","Brooklyn","12:00 PM - 10:00 PM","Delivery、Takeout、Sit-down dining、Outdoor seating","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/walz1d90GdG-YT8rxy6gCQ/ls.jpg"
"Vinegar Hill House","663","3.5 star rating","(718) 522-1018","High","Bars、 Breakfast & Brunch、 American (Traditional)","Vinegar Hill","72 Hudson Ave","Brooklyn","5:00 PM - 9:00 PM","Delivery、Takeout、Curbside pickup、Outdoor seating、Indoor dining、Heated outdoor seating、Covered outdoor seating、Private dining、DIY meal kits","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/sU9bCv8YupLBXPTU4e3b4Q/ls.jpg"
"The Bonnie","663","4 star rating","(718) 274-2105","Medium","Bars、 Gastropubs、 Beer Gardens","Astoria","29-12 23rd Ave","Queen","10:00 AM - 12:00 AM (Next day)",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/q8q8I6EzAWGdnd1ewxbxmw/ls.jpg"
"Negril BK","661","4 star rating","(347) 721-3801","Medium","Caribbean、 Cocktail Bars","Park Slope","256 5th Ave","Brooklyn","2:00 PM - 10:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/f4dYwn8IbPlx4MTp8fKOrA/ls.jpg"
"Bunna Cafe","658","4.5 star rating","(347) 295-2227","Medium","Ethiopian、 Vegan、 African","East Williamsburg","1084 Flushing Ave","Brooklyn","12:00 PM - 9:00 PM","Delivery、Takeout、Sit-down dining、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/jGKIcCZ2lx23kKX2YRug7g/ls.jpg"
"Momo Sushi Shack","656","4 star rating","(718) 418-6666","Medium","Japanese、 Sushi Bars、 Asian Fusion","East Williamsburg","43 Bogart St","Brooklyn","5:00 PM - 10:00 PM","Takeout、Sit-down dining、Outdoor seating、Indoor dining","false","true","https://s3-media0.fl.yelpcdn.com/bphoto/eZfIEda7Sh5fXBxbrTm9fw/ls.jpg"
"Omonia Cafe - Astoria","655","3 star rating","(718) 274-6650","Medium","Bakeries、 Bars、 Modern European","Astoria","32-20 Broadway","Queen","6:00 AM - 2:30 AM (Next day)",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/wfLsR5V-v2OMMYkelhW0sQ/ls.jpg"
"Taqueria Tlaxcalli","654","4.5 star rating","(347) 851-3085","Medium","Mexican","Parkchester","2103 Starling Ave","Bronx","10:00 AM - 12:00 AM (Next day)","Delivery、Takeout、Outdoor seating","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/zfErzeppZ43-1laa0LAW-g/ls.jpg"
"Tabaré","653","4 star rating","(347) 335-0187","Medium","Latin American","Williamsburg - South Side","221 S 1st St","Brooklyn","12:00 PM - 11:00 PM","Delivery、Takeout、Sit-down dining、Outdoor seating","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/a99UPa7YdKypF3Ne8y0V5A/ls.jpg"
"BZ Grill","649","4 star rating","(718) 932-7858","Medium","Greek、 Mediterranean","Astoria","2702 Astoria Blvd","Queen","11:00 AM - 11:00 PM","Delivery、Takeout","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/mZ12nwnMqSCVu-cNU6W5Tg/ls.jpg"
"Opera Cafe","648","4 star rating","(718) 676-2992","Medium","Turkish、 Mediterranean、 Breakfast & Brunch","Sheepshead Bay","2255 Emmons Ave","Brooklyn","8:00 AM - 12:00 AM (Next day)",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/YPuKiwYwki7vnI3AofPjPw/ls.jpg"
"Sottocasa Pizzeria","648","4.5 star rating","(718) 852-8758","Medium","Pizza、 Italian","Boerum Hill","298 Atlantic Ave","Brooklyn","12:00 PM - 10:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/MbBAMb3kb1VXtF9M5ptazA/ls.jpg"
"Randazzo’s Clam Bar","644","3.5 star rating","(718) 615-0010","Medium","Seafood","Sheepshead Bay","2017 Emmons Ave","Brooklyn","11:00 AM - 12:00 AM (Next day)","Delivery、Takeout、Outdoor seating","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/2TY0CaqKnbNTjKy9ya9SZg/ls.jpg"
"The Whiskey Brooklyn","642","3.5 star rating","(718) 387-8444","Medium","American (Traditional)、 Whiskey Bars","Williamsburg - North Side","44 Berry St","Brooklyn","2:00 PM - 12:00 AM (Next day)","Delivery、Takeout","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/l2YSeUkWh-M3yO9nzi2WCg/ls.jpg"
"Union Hall","640","4 star rating","(718) 638-4400","Medium","Pubs、 Performing Arts、 Bocce Ball","Park Slope","702 Union St","Brooklyn","12:00 PM - 11:00 PM","Curbside pickup、Sit-down dining、Indoor dining","false","false","https://s3-media0.fl.yelpcdn.com/bphoto/Inmwwl9Y1wUxyNnPLYrkfQ/ls.jpg"
"Oasis","637","4 star rating","(718) 389-4680","Low","Middle Eastern、 Falafel","Williamsburg - North Side","168 Bedford Ave","Brooklyn","11:00 AM - 1:30 AM (Next day)","Delivery、Takeout","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/Ik3akYCvCO_12vyCXx_Xug/ls.jpg"
"Spicy Shallot","635","4 star rating","(718) 672-5266","Medium","Thai、 Japanese、 Bars","Elmhurst","7701 Woodside Ave","Queen","11:30 AM - 10:00 PM","Delivery、Takeout、Sit-down dining、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/OzUSMfiNLzDNthJuYxni0Q/ls.jpg"
"Jade Eatery and Lounge","634","3.5 star rating","(718) 793-2203","Medium","Asian Fusion、 Sushi Bars、 Japanese","Forest Hills","1 Station Sq","Queen","12:00 PM - 9:45 PM","Delivery、Takeout、Curbside pickup、Sit-down dining、Outdoor seating","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/9YPjnr_shppLDCXzkycrnA/ls.jpg"
"London Lennie’s","634","3.5 star rating","(718) 894-8084","High","Seafood、 Bars、 Steakhouses","Middle Village","6388 Woodhaven Blvd","Queen","2:00 PM - 8:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/82r8tUaD5UWge0YWy57_tg/ls.jpg"
"Himalayan Yak","632","4 star rating","(718) 779-1119","Medium","Himalayan/Nepalese、 Indian","Elmhurst","72-20 Roosevelt Ave","Queen","12:00 PM - 11:00 PM","Delivery、Takeout、Curbside pickup、Sit-down dining、Outdoor seating、Indoor dining、Private dining、DIY meal kits","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/_Hu4zayLGCTZ7T4AgqDzZQ/ls.jpg"
"Brooklyn Museum","629","4.5 star rating","(718) 638-5000","Unknown",,"Prospect Heights","200 Eastern Pkwy","Brooklyn","11:00 AM - 6:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/pU_k63cM5ZGD_mEtFJnjwg/ls.jpg"
"Oceanic Boil","629","4.5 star rating","(929) 296-6338","Medium","Cajun/Creole、 Seafood、 Bars","Jackson Heights","84-20 37th Ave","Queen","12:00 PM - 10:30 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/aF45SWZgZoZsVsBXgEgDig/ls.jpg"
"Agora Taverna","629","3.5 star rating","(718) 793-7300","Medium","Greek、 Seafood","Forest Hills","70-09 Austin St","Queen","11:30 AM - 10:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/RMIdAw7XtqCj6NKzEBgdhQ/ls.jpg"
"Slide Bar-B-Q","625","3.5 star rating","(718) 565-0565","Medium","Barbeque、 Comfort Food、 Southern","Maspeth","5275 65th Pl","Queen","1:00 PM - 2:00 AM (Next day)","Delivery、Takeout、Curbside pickup、Covered outdoor seating","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/AAV72rAhfDDnkaAO9flpUw/ls.jpg"
"99 Favor Taste","623","3.5 star rating","(718) 460-9699","Medium","Hot Pot、 Barbeque、 Buffets","Downtown Flushing","135-41 37th Ave","Queen","11:00 AM - 11:00 PM","Takeout、Sit-down dining、Outdoor seating、Indoor dining","false","true","https://s3-media0.fl.yelpcdn.com/bphoto/wSaZRGExAwcVqvvlXpJIMA/ls.jpg"
"District Saigon","623","4.5 star rating","(718) 956-0007","Medium","Vietnamese、 Cocktail Bars","Astoria","37-15 Broadway","Queen","12:00 PM - 9:30 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/x13amR4Yp0mDOfUXRXqBRg/ls.jpg"
"Union Pool","621","3.5 star rating","(718) 609-0484","Medium","Bars、 Music Venues","Williamsburg - North Side","484 Union Ave","Brooklyn","2:00 PM - 4:00 AM (Next day)","Curbside pickup、Indoor dining","false","false","https://s3-media0.fl.yelpcdn.com/bphoto/sUl0_E7r9XK1pIYuWyxeUw/ls.jpg"
"City Island Lobster House","620","3.5 star rating","(718) 885-1459","High","Seafood","City Island","691 Bridge St","Bronx","11:30 AM - 12:00 AM (Next day)","Delivery、Sit-down dining、Outdoor seating","true","false","https://s3-media0.fl.yelpcdn.com/bphoto/Ysu9YhKwCt0dvySMPY-qnQ/ls.jpg"
"Laojie Hotpot","619","4.5 star rating","(718) 431-0026","Medium","Hot Pot","Borough Park","811 53rd St","Brooklyn","12:30 PM - 1:30 AM (Next day)","Delivery、Takeout、Sit-down dining、Outdoor seating、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/gMwijsZngve2j1og_0Pwdw/ls.jpg"
"SAGE","619","3.5 star rating","(718) 218-6644","Medium","Thai","Williamsburg - North Side","299-301 Graham Ave","Brooklyn","12:00 PM - 10:30 PM","Delivery、Takeout、Outdoor seating","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/yqyWPbMSiqzwn48EPFPP5Q/ls.jpg"
"Bedouin Tent","618","4 star rating","(718) 852-5555","Medium","Middle Eastern、 Desserts、 Sandwiches","Boerum Hill","405 Atlantic Ave","Brooklyn","11:00 AM - 10:00 PM","Delivery、Takeout、Sit-down dining、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/YAU_R2PGe25jhDKkaXw06w/ls.jpg"
"De Mole","618","4 star rating","(718) 392-2161","Medium","Mexican","Sunnyside","4502 48th Ave","Queen","10:00 AM - 11:00 PM","Delivery、Takeout","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/DkgaCktEe263z_Kq59JCNg/ls.jpg"
"Best Pizza","615","3.5 star rating","(718) 599-2210","Low","Pizza","Williamsburg - North Side","33 Havemeyer St","Brooklyn","12:00 PM - 12:00 AM (Next day)","Delivery、Takeout","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/nk5nX-ZIy6lm3LMkZ68HZg/ls.jpg"
"Doughnut Plant","613","4 star rating","(212) 505-3700","Medium","Donuts、 Coffee & Tea","Prospect Heights","245 Flatbush Ave","Brooklyn","8:00 AM - 4:00 PM","Delivery、Takeout","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/wocR9_KkyzW7lZ4S9UkDqw/ls.jpg"
"Rizzo’s Fine Pizza","613","4 star rating","(718) 721-9862","Low","Pizza","Astoria","3013 Steinway St","Queen","10:30 AM - 11:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/p1IQ1wEKfMulok2-ycS98w/ls.jpg"
"Sugarcane","612","3.5 star rating","(718) 230-3954","Medium","Caribbean","Prospect Heights","238 Flatbush Ave","Brooklyn","3:00 PM - 11:00 PM","Takeout、Sit-down dining、Outdoor seating","false","true","https://s3-media0.fl.yelpcdn.com/bphoto/0KoyBxQNf_ycotbRR7JlZA/ls.jpg"
"Jackson Diner","612","3.5 star rating","(718) 672-1232","Medium","Indian","Jackson Heights","3747 74th St","Queen","11:00 AM - 10:00 PM","Delivery、Takeout","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/D1egggyMmkpdNWede0aRGg/ls.jpg"
"The Chocolate Room","611","4 star rating","(718) 246-2600","Medium","Desserts、 Chocolatiers & Shops","Cobble Hill","269 Court St","Brooklyn","3:00 PM - 8:00 PM","Delivery、Takeout","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/nOOwamWG6a_7I0O5fLOxHw/ls.jpg"
"Tacos El Bronco","608","4 star rating","(718) 788-2229","Low","Mexican、 Seafood、 Cocktail Bars","Sunset Park","4324 4th Ave","Brooklyn","10:00 AM - 1:00 AM (Next day)","Takeout","false","true","https://s3-media0.fl.yelpcdn.com/bphoto/Lh8G4EkEtpmd1Fru7DMMdA/ls.jpg"
"Milk Bar Williamsburg","606","3.5 star rating","(347) 799-2732","Medium","Bakeries、 Coffee & Tea、 Desserts","Williamsburg - North Side","382 Metropolitan Ave","Brooklyn","10:00 AM - 10:00 PM","Delivery、Takeout、Curbside pickup、Sit-down dining、Indoor dining、Heated outdoor seating、Covered outdoor seating","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/wwsUz9NcLVyED-DqSyvD1w/ls.jpg"
"Samurai Mama","605","4 star rating","(718) 599-6161","Medium","Japanese、 Noodles","Williamsburg - South Side","205 Grand St","Brooklyn","5:00 PM - 10:00 PM","Delivery、Takeout、Sit-down dining、Outdoor seating","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/iU4mCy9pszj-Kx3WzcAXQw/ls.jpg"
"Buffalo Wild Wings","605","2.5 star rating","(718) 943-9453","Medium","American (Traditional)、 Sports Bars、 Chicken Wings","Fort Greene","139 Flatbush Ave","Brooklyn","11:00 AM - 10:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/uJb00LPuH1wv-kM4ZHO42A/ls.jpg"
"Speedy Romeo","605","4 star rating","(718) 230-0061","Medium","Pizza、 Steakhouses、 Wine Bars","Clinton Hill","376 Classon Ave","Brooklyn","9:00 AM - 10:00 PM","Delivery、Takeout","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/s2f-lienaUxWvW9MuxasdA/ls.jpg"
"Gueros","603","4 star rating","(718) 230-4941","Medium","Tex-Mex、 Mexican","Crown Heights","605 Prospect Pl","Brooklyn","5:00 PM - 10:00 PM","Delivery、Takeout、Outdoor seating","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/B5nioQbuPl3HFr2SF0XL7A/ls.jpg"
"Bar Tabac","601","3.5 star rating","(718) 923-0918","Medium","French、 Breakfast & Brunch、 Cocktail Bars","Cobble Hill","128 Smith St","Brooklyn","10:00 AM - 12:00 AM (Next day)","Delivery、Takeout","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/plUwsxHY4kuHteoij9CH4w/ls.jpg"
"Vite Vinosteria","601","4.5 star rating","(718) 278-8483","Medium","Italian、 Wine Bars","Astoria","31-05 34th St","Queen","12:00 PM - 10:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/nfPEk0HbFwFUjlg7vsQSBA/ls.jpg"
"Kimchi Grill","600","4 star rating","(718) 360-1839","Medium","Korean、 Barbeque、 Tacos","Prospect Heights","766 Washington Ave","Brooklyn","11:30 AM - 10:00 PM","Delivery、Takeout","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/jVdRh3iZ3AMO7FAwcTMqsQ/ls.jpg"
"Pig Beach","598","4 star rating","Unknown","Medium","Barbeque、 Bars","Unknown","480 Union St","Brooklyn","12:00 PM - 8:00 PM","Delivery、Takeout、Outdoor seating、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/r2fGK238enS4JnMGLUpiFg/ls.jpg"
"Xixa","597","4.5 star rating","(718) 388-8860","High","Mexican、 Tapas/Small Plates","Williamsburg - South Side","241 S 4th St","Brooklyn","5:00 PM - 10:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/j7-zhfdQH-vd2Imhe_m8Kw/ls.jpg"
"White Noise Coffee Co","596","4 star rating","(917) 285-2272","Low","Coffee & Tea、 Breakfast & Brunch、 Donuts","Auburndale","4102 162nd St","Queen","10:00 AM - 7:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/VVOKc_xczFS8CpVNuyiEfA/ls.jpg"
"La Superior","595","3.5 star rating","(718) 388-5988","Medium","Mexican","Williamsburg - South Side","295 Berry St","Brooklyn","12:00 PM - 12:00 AM (Next day)",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/Mobng3v0athIkAynLfym0A/ls.jpg"
"Karczma","595","4.5 star rating","(718) 349-1744","Medium","Polish","Greenpoint","136 Greenpoint Ave","Brooklyn","12:00 PM - 9:30 PM","Delivery、Takeout、Sit-down dining、Outdoor seating","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/AhFpaHm5pi8BNSbyX901Pg/ls.jpg"
